ticker,timestamp,avg(sentiment),timekey
GME,2021-10-31 02:48:20,0.020939999999999997,2726080
GME,2021-10-31 02:51:21,0.33926470588235297,2726081
GME,2021-10-31 03:03:52,0.3751583333333334,2726082
GME,2021-10-31 03:10:07,0.18159047619047616,2726083
GME,2021-10-31 03:20:05,-0.01436874999999999,2726084
GME,2021-10-31 03:30:34,0.19618571428571427,2726085
GME,2021-10-31 03:41:58,0.16483000000000003,2726086
GME,2021-10-31 03:50:05,0.18573076923076925,2726087
GME,2021-10-31 04:00:11,0.19566249999999996,2726088
GME,2021-10-31 04:11:02,0.04871578947368422,2726089
GME,2021-10-31 04:20:54,0.09913636363636359,2726090
GME,2021-10-31 04:31:26,0.14312307692307694,2726091
GME,2021-10-31 04:40:51,0.1104181818181818,2726092
GME,2021-10-31 04:50:17,0.11224117647058823,2726093
GME,2021-10-31 05:00:19,-0.15787,2726094
GME,2021-10-31 05:10:04,0.1736909090909091,2726095
GME,2021-10-31 05:20:58,0.07298666666666666,2726096
GME,2021-10-31 05:32:29,-0.0005090909090909136,2726097
GME,2021-10-31 05:40:14,0.09902000000000002,2726098
GME,2021-10-31 05:50:24,0.10778461538461538,2726099
GME,2021-10-31 06:01:03,0.32631666666666664,2726100
GME,2021-10-31 06:10:56,0.21721666666666664,2726101
GME,2021-10-31 06:21:04,0.047506666666666676,2726102
GME,2021-10-31 06:30:59,0.261276923076923,2726103
GME,2021-10-31 06:40:00,-0.014241666666666672,2726104
GME,2021-10-31 06:50:51,0.50152,2726105
GME,2021-10-31 07:00:30,-0.16228749999999997,2726106
GME,2021-10-31 07:10:28,0.19039999999999999,2726107
GME,2021-10-31 07:22:22,-0.0726666666666667,2726108
GME,2021-10-31 07:31:08,-0.012276923076923083,2726109
GME,2021-10-31 07:41:51,0.36025833333333335,2726110
GME,2021-10-31 07:50:06,0.09778461538461537,2726111
GME,2021-10-31 08:01:55,0.3757666666666667,2726112
GME,2021-10-31 08:11:21,0.38989999999999997,2726113
GME,2021-10-31 08:21:06,0.1447,2726114
GME,2021-10-31 08:31:41,0.10984285714285714,2726115
GME,2021-10-31 08:40:40,0.09323999999999999,2726116
GME,2021-10-31 08:52:11,-0.21305999999999997,2726117
GME,2021-10-31 09:01:03,-0.06700909090909091,2726118
GME,2021-10-31 09:10:06,0.17926000000000003,2726119
GME,2021-10-31 09:21:56,0.21636000000000002,2726120
GME,2021-10-31 09:31:08,0.4617615384615385,2726121
GME,2021-10-31 09:40:36,0.04814,2726122
GME,2021-10-31 09:51:08,0.20344285714285712,2726123
GME,2021-10-31 10:00:02,0.15312666666666666,2726124
GME,2021-10-31 10:10:49,0.5161846153846154,2726125
GME,2021-10-31 10:20:02,0.11746250000000001,2726126
GME,2021-10-31 10:31:40,0.4399799999999999,2726127
GME,2021-10-31 10:41:33,0.51054,2726128
GME,2021-10-31 10:50:06,0.1214909090909091,2726129
GME,2021-10-31 11:01:54,0.13352727272727272,2726130
GME,2021-10-31 11:10:01,0.2116,2726131
GME,2021-10-31 11:20:28,0.2243375,2726132
GME,2021-10-31 11:31:54,0.08219000000000001,2726133
GME,2021-10-31 11:40:07,0.21137499999999995,2726134
GME,2021-10-31 11:51:00,0.08682727272727274,2726135
GME,2021-10-31 12:00:31,0.28736363636363643,2726136
GME,2021-10-31 12:11:23,0.27808666666666665,2726137
GME,2021-10-31 12:20:02,0.368925,2726138
GME,2021-10-31 12:30:27,0.20203043478260874,2726139
GME,2021-10-31 12:40:03,0.39739411764705895,2726140
GME,2021-10-31 12:50:08,0.03900769230769231,2726141
GME,2021-10-31 13:00:10,0.3587,2726142
GME,2021-10-31 13:10:34,-0.08540000000000002,2726143
GME,2021-10-31 13:20:27,0.01826,2726144
GME,2021-10-31 13:30:10,0.03569444444444444,2726145
GME,2021-10-31 13:40:16,0.23576363636363631,2726146
GME,2021-10-31 13:50:51,0.3099235294117647,2726147
GME,2021-10-31 14:00:27,0.16307,2726148
GME,2021-10-31 14:10:00,0.15075,2726149
GME,2021-10-31 14:20:04,0.1723681818181818,2726150
GME,2021-10-31 14:30:18,0.029057894736842085,2726151
GME,2021-10-31 14:40:20,0.06003928571428572,2726152
GME,2021-10-31 14:50:24,0.48590799999999995,2726153
GME,2021-10-31 15:00:43,0.30999166666666667,2726154
GME,2021-10-31 15:10:43,0.08334137931034483,2726155
GME,2021-10-31 15:20:51,0.04876,2726156
GME,2021-10-31 15:30:11,0.2888588235294118,2726157
GME,2021-10-31 15:40:19,0.21532758620689657,2726158
GME,2021-10-31 15:50:05,0.31416111111111117,2726159
GME,2021-10-31 16:00:06,0.41359512195121967,2726160
GME,2021-10-31 16:10:15,0.3082185185185185,2726161
GME,2021-10-31 16:20:09,0.1387876923076923,2726162
GME,2021-10-31 16:30:01,0.2207576923076924,2726163
GME,2021-10-31 16:40:17,0.3342883333333334,2726164
GME,2021-10-31 16:50:05,0.3218407407407408,2726165
GME,2021-10-31 17:00:00,0.2575188679245283,2726166
GME,2021-10-31 17:10:08,0.19291250000000001,2726167
GME,2021-10-31 17:20:26,0.3337769230769231,2726168
GME,2021-10-31 17:31:00,0.266712,2726169
GME,2021-10-31 17:40:14,0.3351311111111111,2726170
GME,2021-10-31 17:50:15,0.2484365853658536,2726171
GME,2021-10-31 18:00:04,0.2816763636363637,2726172
GME,2021-10-31 18:10:02,0.1756767441860465,2726173
GME,2021-10-31 18:20:43,0.31942195121951217,2726174
GME,2021-10-31 18:30:53,0.3331631578947368,2726175
GME,2021-10-31 18:40:16,0.19631315789473688,2726176
GME,2021-10-31 18:50:10,-0.06093142857142859,2726177
GME,2021-10-31 19:00:09,0.14161956521739133,2726178
